x,y,token
-15.844262,-11.3915,declares
-35.713417,-31.04648,cared
-15.595281,-26.48557,hereabouts
23.87842,-29.237701,tempt
-36.685154,-12.954507,creating
-41.181244,7.862444,slight
-43.379013,-21.006344,state
-26.39683,-38.399254,assure
12.488009,22.04128,Part
-36.0714,-33.76767,conceal
-48.861454,-15.258529,respecting
-27.939491,-17.693295,destiny
-47.333687,-30.037886,suspected
-27.498087,-1.5723765,transition
-46.45585,3.2388372,weather
-32.786522,-33.175915,surmise
-4.27112,-56.422085,VI
-25.108335,34.044674,direction
-49.254475,9.624816,decidedly
-48.997437,9.793174,hesitation
-48.92103,-1.1341207,following
-50.149467,-22.815374,assurance
-39.51597,-15.578845,hints
-32.348263,-26.588356,confident
13.845676,8.7321825,fairest
-8.142636,34.462414,falling
-50.105633,-27.16799,scruple
39.09405,-12.748477,praised
-50.13975,10.623217,warmly
-42.62201,-31.060074,wanting
-40.68856,-13.716903,perception
-37.031067,3.3361018,striking
-46.028538,-20.624662,improvement
-38.597553,-19.387081,least
-40.706173,-10.046939,proofs
-14.803996,18.370012,growing
-6.80678,33.421192,graceful
-41.40829,-23.483976,attractions
-44.87888,-24.815718,infinitely
24.210844,-18.150555,grace
-21.129505,-40.893307,contradict
-1.9465922,-30.77705,gallant
-54.028023,-17.830172,decision
-25.26188,-1.934479,points
-15.790243,-35.518394,Exactly
-45.04512,-15.001084,principally
0.64413303,-30.973639,Great
-19.961817,-37.490803,sighing
-46.59822,7.131753,animation
-37.98779,-25.14545,lover
-35.85792,1.825054,seconded
-29.349056,27.340914,sudden
27.956524,9.882622,likeness
-24.367826,35.558697,leaving
-43.9613,10.849289,stopt
-32.3867,-0.20354949,naivete
-40.970737,-39.922684,sooner
-44.37545,28.02486,exclaimed
-37.16743,1.5367533,exquisite
41.89719,2.228003,possession
9.811157,-12.903328,passion
-40.221397,-31.396618,attempted
-39.13796,-35.243355,tolerable
-38.70137,-6.496865,disgust
-22.63926,-11.906418,delight
38.174694,-33.965298,Let
-28.23312,-37.718845,entreat
-44.39562,-35.13015,charming
-41.004314,-3.0239484,drawings
21.903831,-45.309402,Is
6.200173,31.837347,landscapes
22.136545,36.58265,flowers
-2.4640367,10.298556,inimitable
35.36057,24.616634,pieces
-15.1657715,-43.82063,Don
-15.6025715,-44.05319,t
-43.58767,-7.269242,raptures
39.465717,-28.850777,Keep
-15.745944,-33.11685,try
14.698787,31.559229,delicate
-42.497044,-30.187666,difficult
-20.537054,-5.1403728,peculiarity
0.92610765,29.512999,lines
22.507336,-7.816842,mouth
-19.393337,-31.479628,use
40.943306,-17.318281,words
50.860905,-18.745579,answering
-12.2361355,-29.6988,"?'"""
-51.088463,-33.4484,persuaded
-54.15692,-9.609225,proposal
11.61071,-24.413647,stand
-56.2075,-20.371225,earnest
-43.380142,7.12192,pressing
-54.0569,-15.71942,produced
-17.303085,17.4813,containing
-22.61716,13.19128,portraits
-49.34572,2.2335851,finished
-41.531914,-32.86798,decide
12.197997,-1.4589412,beginnings
-26.509491,-4.3039117,displayed
-9.417972,35.300915,lengths
-30.524712,39.834408,pencil
4.270062,50.730762,colours
28.056917,-27.794983,turn
-34.886066,-12.0357685,progress
-29.363617,26.13013,music
25.3054,-16.288185,labour
21.883533,9.874705,sang
-41.274853,-15.311346,steadiness
-43.18529,3.7351015,approached
-43.60703,-22.610922,excellence
23.851969,-23.202978,deceived
-39.786274,-20.440321,skill
-27.031206,8.477546,artist
-33.860733,-3.6914518,musician
-35.275883,-20.640299,reputation
-35.819942,-9.303271,accomplishment
-15.978185,17.108805,higher
-38.29275,-29.1287,deserved
-33.902576,2.940084,spirited
-52.051247,-2.9072921,companions
-19.474817,-40.142326,pleases
-22.620884,-16.33949,performances
-6.282283,-19.271156,capital
-44.802216,-20.410921,variety
18.590858,19.939274,faces
-43.783707,-19.445532,study
-26.308075,36.444565,sitting
13.92238,-4.454965,stealth
-36.339897,-16.203396,kindest
-36.211998,5.4187574,unlike
49.633755,-21.6587,Then
-56.974007,-1.8279318,Henry
-9.019581,48.64521,sheet
-44.68871,7.3403907,eager
-32.679157,-40.417572,refuse
-8.466286,29.129642,featured
-16.09646,-35.457977,mama
-5.899642,-37.961624,Here
-31.712664,2.4923594,sketch
68.49034,2.5440977,fourth
-33.590588,20.876558,baby
4.1928563,18.221235,sleeping
-48.749603,-4.436398,sofa
-12.197628,25.200966,cockade
-29.31168,49.916122,down
-23.67653,-23.172178,conveniently
-8.7326355,-31.325748,George
-21.689442,51.09538,corner
41.539948,32.036823,length
-9.665424,-23.562164,pet
36.042953,-10.003159,vowed
36.794273,-15.075443,provoked
-16.981218,-36.7502,--(
-53.976223,-7.4196467,agreed
-10.080137,-47.88007,)--
-47.85811,-27.095972,flattering
24.622742,-26.980068,trouble
-35.04455,-30.877386,persuading
-16.902683,-33.574352,finish
-37.50329,-4.8282137,unfavourable
19.397572,-14.264809,husbands
59.190975,-10.810622,wives
-46.459198,12.042461,repeating
-43.45063,-9.606963,declaration
-22.602478,-44.552067,wait
-41.516403,19.550108,portrait
3.9671092,-12.701048,destined
-40.371613,-24.44532,honourable
-18.335457,-22.354645,blushing
-23.930874,-12.890757,keeping
-42.345165,7.6540747,attitude
-39.1509,-1.4810908,presented
-38.321285,-8.766387,mixture
-28.827482,44.08422,behind
-43.88165,11.453596,watching
24.500845,0.7567955,touch
-24.825445,38.7067,gaze
-35.40036,-32.90096,offence
-33.09407,-36.73999,elsewhere
-39.184082,-29.250463,occurred
-33.231476,-35.32071,employ
-49.373676,-24.575434,lessen
-46.4085,8.399533,listened
41.529976,11.408774,peace
-50.28298,-24.113953,smallest
-25.435814,-10.015228,intermission
-37.72889,43.439182,jump
-26.95373,17.427914,charmed
-31.005999,-28.688257,displeased
-31.320303,-19.55446,discern
-47.749256,-17.94057,complaisance
12.908948,-5.57837,throw
-39.52933,-2.5962605,considerably
15.077196,47.052044,filling
41.462337,9.869702,memorial
-31.844963,-12.237284,associations
-45.082405,-3.4480872,promising
-35.132236,-27.244078,entreated
-18.233852,-24.110199,permission
-57.035797,-3.8901386,attending
-53.7243,-3.335423,party
-50.1861,-15.109359,civilities
-2.3624225,-3.3713183,courtesies
-42.852222,4.387977,accompanied
-0.8768536,32.708313,rapid
-5.70664,8.987164,continual
-15.873387,-11.299294,defended
-35.904568,-31.40341,suspecting
-50.07031,10.630923,addressing
-51.57306,12.140671,".--"""
-44.703915,-31.960047,correct
-22.660189,41.83191,eyebrows
-44.95416,-22.962017,resemblance
-46.70365,-20.078299,effect
11.94703,50.083782,shade
1.6340113,53.292442,tall
26.191778,-35.950813,Consider
15.254133,-9.3415575,presents
-18.013014,2.4468925,proportions
-12.523069,56.509666,fore
-15.647009,-35.40925,prettily
-21.229357,31.408762,Just
-4.425256,2.1501608,draws
44.337467,31.245558,doors
-23.89176,48.665546,shawl
-2.9877295,57.05067,shoulders
34.726337,17.080048,tree
-15.7136545,-30.077776,safe
-33.123573,2.9985383,placing
-25.115465,42.54488,touched
-29.276491,-35.49007,Any
-17.589386,-1.4334053,admirable
-5.2479644,30.780731,framed
-48.381287,-17.61196,depended
27.370333,-14.887624,doer
2.4899073,-52.714066,December
-40.11921,3.302901,stirring
-14.222322,19.582653,alert
19.499468,-36.537914,Might
-31.854956,-22.264471,commission
19.359743,-11.618779,executing
-21.348482,-19.894495,errand
25.773912,-22.043219,endure
-34.880196,-28.870762,desired
-46.286263,-16.837364,repetition
-51.019066,-14.98689,entreaties
-51.155563,-15.214052,assurances
10.959876,15.074149,frame
-16.014488,19.300543,directions
-23.549757,30.458475,pack
-37.629875,-14.854302,safety
1.2841892,31.464762,mostly
-35.83791,-23.73025,fearful
36.44476,25.00461,precious
20.089437,-7.1362147,tender
-46.719307,-34.140694,suit
27.997757,13.4925375,languish
-51.627953,0.73892087,principal
-2.1332521,-56.510723,VII
16.712145,52.6558,fresh
-50.96053,-17.314703,services
-45.036884,8.155033,agitated
-35.060223,38.93135,hurried
-35.639748,0.76796234,announcing
-32.40371,6.4628286,extraordinary
7.734723,-12.932921,longing
-40.54064,35.207836,Half
-46.89661,20.047201,minute
-55.913612,-10.968854,finding
-30.881191,32.643745,parcel
-34.95009,-19.417685,besides
12.080016,5.2382874,songs
23.109692,-21.29046,lent
-15.425037,-16.20155,copy
-35.84521,-0.42529544,contained
-36.18317,-38.600418,direct
-18.20998,-49.90768,wrote
9.710034,-8.904284,fast
29.362679,-4.2251034,ashamed
-22.465845,-36.45498,asking
-36.721077,-6.578001,connect
23.380945,-47.917168,d
-43.6908,13.614353,pressed
-53.05063,-22.203842,expectation
-25.786154,-16.446749,errors
-29.271051,-19.283733,composition
-33.166573,-9.110416,disgraced
-41.818024,-25.08914,language
-50.165462,-22.145748,sentiments
-48.868927,-8.595107,conveyed
-32.32357,-5.8250737,writer
-56.9362,-18.976246,expressed
-48.71454,-20.507303,liberality
-48.296436,-23.026955,propriety
-46.965275,-23.15027,delicacy
-32.2887,35.446487,paused
-45.342045,10.413098,anxiously
-34.026814,-27.617865,forced
-34.25014,36.106094,slowly
-28.286858,-29.101185,helped
-44.316807,-28.274878,express
-6.43936,-10.213473,diffuse
-43.28667,-27.30336,strongly
-24.666668,-29.9881,clearly
1.223693,-39.496178,takes
-23.043571,34.969055,pen
51.031574,-10.856124,certain
-48.5899,-2.3938,returning
-19.526728,-37.429676,";--"""
-36.212425,-35.887608,speedily
-51.745472,-23.414324,intelligible
-30.638985,-26.074638,doubts
-55.969906,-18.760857,expressions
-42.467373,-25.142899,requires
-47.13505,-19.072756,prompted
-18.223074,-49.905094,write
-53.570103,-21.09331,disappointment
23.557518,-41.82657,Are
-14.177949,-48.10979,beg
-14.157419,-48.123085,pardon
-23.551624,-36.191177,mistake
-53.11699,-18.256317,reserve
-43.929546,26.316301,continued
-24.562187,-9.39843,contemplating
-25.566698,-10.5484,persevered
-45.708244,16.603382,silence
-29.407705,-21.150501,apprehend
-41.763233,-10.27607,bewitching
-18.808985,-1.7752674,powerful
-33.130646,-40.322685,accept
-27.508823,-39.973427,hesitate
-51.898186,-25.858408,duty
11.371068,-11.6727495,thus
-22.19158,-36.33477,hesitating
-30.856586,-35.119404,safer
-33.594204,-25.324728,graciously
-27.60287,-40.245853,prefer
-12.244342,-41.237057,Does
-35.03805,-37.89692,occur
-21.020048,-25.580496,definition
28.007978,-25.216482,deceive
-29.86943,1.7133462,Instead
-33.348034,32.661568,confused
-41.74254,29.173311,thoughtfully
-29.582516,36.72057,mechanically
-17.088146,48.344524,twisted
-49.330517,3.408139,waited
-47.84424,-13.232902,result
-45.908825,7.0292044,impatience
-49.38372,-16.753325,hopes
-11.599865,-33.4963,Perfectly
10.533166,26.541737,While
-50.299755,-12.553194,suspense
-27.529507,-11.242541,approving
-31.109465,-28.96304,grieved
-18.624641,30.91628,wavering
-35.102417,-26.413242,visited
-29.021927,-9.3944645,surmised
-39.954777,-3.3472228,forcibly
-23.367125,28.106163,aghast
-28.877666,9.83562,dreadful
-38.190357,-38.0156,escape
27.710514,-17.112967,honour
-7.726159,-43.85175,Indeed
-54.771072,-19.86183,severe
-30.602234,-22.00406,pang
40.08081,-5.5924773,killed
-4.147182,-27.266176,_You_
-30.47548,-5.5528817,banished
-26.42905,-28.495882,conceited
-49.38228,-26.669834,conscience
-37.359825,-5.6533866,opposing
-48.144646,-25.839163,censure
-46.95366,-36.079742,natured
-40.402485,-13.217848,visiting
-15.6703205,-16.488739,writing
-50.992863,-22.712265,consideration
-6.492791,-44.623585,thank
-52.735535,-24.333057,consolation
-31.876913,-25.855368,offending
-42.131725,-25.650242,cares
-29.426567,-32.559414,advised
-25.376537,-38.167564,protest
-5.4111304,6.8819604,formation
-18.405823,-22.45526,sentence
-24.516905,-10.084152,replying
-37.17026,-7.244059,tendency
-4.466229,23.996262,brace
-42.956,6.5529413,decisive
-23.714994,-38.828148,ungrateful
58.93029,-6.704338,sealed
-47.44531,-4.020859,bringing
-54.426926,-3.6937008,invited
-43.002716,28.189116,tone
21.381174,-37.633057,Nor
39.660133,26.423714,linen
-11.617563,39.201565,draper
-28.8919,-6.595321,refinement
5.702512,-22.498384,teacher
25.599358,-14.043925,envy
-17.828686,-18.797411,conquest
1.5649786,-47.021885,appear
6.772563,48.203007,dark
-50.652252,-20.829657,attentions
45.252403,-14.055409,Hitherto
-26.602259,-29.741983,explained
-15.868905,33.20899,cheering
35.83263,-14.187808,rejected
-28.259237,42.74983,softly
-31.86948,-36.257725,absent
-23.165585,5.4754825,original
-45.109974,-8.4260645,allowing
-17.102972,-25.268791,Bond
-30.417543,43.274338,street
-11.208866,-40.309143,Has
-37.21839,7.8254533,modest
22.141666,2.8077834,mounts
-22.138472,53.59299,horse
4.301802,-16.87481,solace
-1.6180419,16.153702,opens
-22.659231,-9.989284,prepossession
-24.433504,-30.095636,suspicious
0.020090781,-3.0984309,imaginations
-29.777428,30.223944,grew
-34.413475,-34.065495,stronger
-1.9658461,-56.49652,VIII
60.11107,-9.683607,slept
-39.142864,-2.310495,gradually
-56.18606,-11.018516,getting
-38.32387,40.48544,bed
-36.273533,-25.825903,judged
-30.036339,-15.141169,safest
-46.845425,-7.483078,previously
-34.36767,-36.39216,defer
-50.89227,-33.121952,induced
-52.161568,-21.274273,civility
-51.647877,8.416988,ceremony
42.842796,12.406925,offering
-37.680225,-23.308973,answers
-40.91163,-25.261831,amusing
-29.308458,8.199311,contrast
-26.737791,-38.108112,apologies
-8.168373,7.66254,rude
15.580194,48.73707,sun
-28.697964,-41.137882,treat
-16.61888,-24.128246,privileged
34.3001,-4.6914396,stranger
-16.919292,-18.045837,substitute
-25.13709,-24.8669,entertain
-18.644093,-20.887344,walker
-15.975409,34.516754,pace
-0.6871193,-13.931057,tedious
26.394688,-31.198973,fetch
-31.054943,3.491744,instead
-26.38653,-14.917553,likewise
-5.0349593,36.018723,seemingly
-34.02385,-27.84599,inclined
-47.913277,-4.9341326,chat
-35.0246,-22.209448,voluntary
-30.842558,-35.367516,depends
37.67185,-30.445116,Come
-49.213615,-29.784416,improved
-29.278965,-20.610619,cured
-37.284718,-39.571323,bestow
-20.908083,32.01583,Almost
-50.765667,-33.180504,intended
-18.961119,-28.535286,Something
-51.42766,-24.900005,delay
-25.50165,-19.336563,tiresome
-31.302837,6.6142592,contradiction
-19.46303,-37.449463,presently
-43.08555,24.379665,smile
-49.488323,-11.8658905,fix
-38.081837,-30.368563,reason
-50.245502,12.111129,";"""
5.347222,17.361938,dropt
-40.09585,-32.561333,hint
-16.784561,-7.840993,adviser
42.46596,12.130558,offer
-39.767475,19.89092,desperately
-28.751637,-37.8954,consult
-29.688774,-21.471392,considers
-45.61655,-19.230284,imprudent
-17.121086,-37.003742,speaks
-49.483177,-9.638671,plans
-26.443985,-19.829525,advising
-39.58367,-23.93821,esteemed
52.480797,-10.4681,counsellor
-51.69992,-7.8077536,detained
5.853675,-32.437706,wretch
-25.568495,-32.822227,absolutely
-30.302183,-20.171127,inferred
21.778894,-45.17488,Was
-35.083584,-28.37513,refused
0.33639717,56.891956,red
-46.471016,5.630988,indignation
-22.693218,-32.770557,simpleton
22.048227,-19.26255,foolish
-17.901955,-7.302299,incomprehensible
-12.092869,-19.313053,imagines
-3.5352027,-36.76455,Nonsense
-28.543518,10.101535,madness
4.015012,-9.805371,clearer
-37.460644,-34.182495,admit
-51.68208,-28.517233,address
-36.735928,31.11724,loudly
-42.182064,6.0263634,calmer
-33.431973,-3.2898803,infatuation
-16.591585,25.575037,blinds
-49.684143,-20.260841,claims
-49.36104,-17.978907,relations
-34.23855,-18.30409,simple
-40.658516,-27.012423,experience
-32.67953,-14.686639,wit
-33.2208,-37.483,avail
-47.065662,-36.513443,tempered
6.1424465,44.648384,beneath
22.745808,17.920813,deserts
25.385885,-27.618088,trust
13.240192,-20.144125,aright
18.860878,11.442507,cry
-42.1084,0.488887,extreme
-11.39449,49.60191,crossed
-48.8866,-27.706652,partiality
-17.565104,-34.85086,".'"""
-20.736523,-25.461554,statement
-20.444098,-5.48094,estimated
-6.777509,-14.679822,richest
12.353443,15.044507,sphere
-6.6990514,25.189772,moves
-33.858223,-31.793625,degradation
-22.990265,-0.500946,legal
-8.0158,52.80786,level
-40.899445,-15.375094,allowance
-42.57467,-8.586119,indubitable
23.355776,-30.980404,Whoever
-19.367687,-43.989185,whoever
-8.850977,-4.0738106,shift
-19.895617,-22.15678,move
-17.652012,-13.71719,_was_
15.531172,-41.993332,Till
-32.19371,-16.28323,ambition
-52.622692,-10.494004,proceeded
-44.923496,-29.259819,selfish
8.877384,23.247623,farthest
-49.50934,10.155582,reply
-46.40266,-12.817948,assertion
-24.99434,-18.675236,contemptible
-41.221806,-26.531816,represent
-7.7608356,-14.06893,possesses
-36.55624,-13.18018,recommendations
54.06316,22.086555,ninety
54.085953,22.138948,nine
-33.346375,-2.1528647,philosophic
31.291739,0.5837861,fall
14.372198,-20.010172,minds
-41.034103,-29.051762,certainty
41.575798,-10.854403,sought
-38.688065,-16.295572,chusing
-47.71585,-10.172095,consequently
-23.77677,-33.30914,nice
-39.359177,-10.720064,comprehending
-42.834366,-13.983004,readiness
-32.204193,-16.266953,highest
33.836834,-17.930864,possess
6.186405,-43.0318,Better
15.43551,-18.880795,delights
-28.086182,-18.260536,satisfies
-38.158478,44.114685,pick
-29.049736,-28.999125,wondered
-29.599611,-15.480621,receives
-30.758974,-26.401236,perceive
-45.294044,-27.380056,unfortunate
-15.09108,41.657143,puff
-2.5992227,-3.0024374,Vanity
0.38654384,6.8012486,working
24.660547,-12.59086,weak
3.0121837,-0.21005006,produces
30.038633,-12.652572,mischief
-29.088503,-35.54152,Nothing
-49.576096,-17.015766,expectations
-30.514465,-21.265232,offers
19.138454,-39.08098,Men
0.7965733,23.767471,connecting
-27.500202,-11.9258585,obscurity
-47.72602,-27.411055,prudent
-35.116188,-32.512928,disgrace
-43.96576,-14.004743,involved
13.52393,-16.580366,mystery
19.483616,-11.885203,revealed
-35.585907,-35.53983,encourage
-31.109653,-29.049795,greatly
28.271513,-22.02223,teach
-5.5108023,2.9007242,desperate
54.75583,-9.955435,master
-31.434416,-27.663332,angry
-45.079624,-26.839302,application
39.22101,3.9381394,abide
-48.808643,-15.338151,refusal
-27.976265,-13.706807,tolerate
-45.251568,11.580384,altered
-49.81047,-27.486816,sincerity
-25.62965,-25.350103,unconcerned
-42.47958,-14.023399,habitual
-25.63054,32.583263,opposite
-42.977386,-29.574963,unpleasant
-49.031704,-19.415195,views
12.716839,-20.762121,secret
-7.8980765,5.414406,projects
-47.63434,11.939317,laughed
-33.16369,8.620331,act
54.516052,22.80149,thousand
-12.34987,-15.457484,pounds
45.991676,22.637733,apiece
21.469818,-15.237698,doings
-4.0014343,-42.23603,Good
-34.42573,35.98003,abruptly
-31.27345,-28.670393,vexed
-39.734283,-8.768819,promoting
-54.630165,-23.826874,affair
-22.354443,-24.507666,provoking
-31.156506,-28.957966,exceedingly
32.569878,-14.395961,adversary
-40.86592,-29.08134,materially
36.296307,5.5090213,cast
-54.339275,-5.689797,staying
-54.352398,-12.798917,uneasy
-49.937172,-23.591244,possibility
-33.114395,0.46734586,pleading
-30.902603,-20.106716,failure
-29.701702,-2.0643167,prominent
-51.150753,-15.743325,uneasiness
-35.160202,-35.562412,justify
-42.277374,-22.472849,pretensions
-20.511465,-8.988623,observer
-45.48515,29.14442,hastily
-56.14163,-18.878021,attentive
-42.501053,-27.858337,otherwise
45.88185,7.6807036,war
-46.650726,-21.855076,motives
-39.74287,-10.730783,effects
-47.291744,-20.868803,prudence
-46.712578,-7.5427566,originally
-37.01038,-34.359463,suggest
-40.24991,-33.914608,attend
48.528175,-12.663747,sick
-54.049164,-1.0514647,Park
-32.281296,-8.313799,whist
-12.229321,17.145184,club
-21.154345,24.303432,shabby
-7.2153115,-5.881777,player
-51.00278,-3.5769176,journey
11.635425,26.245213,bearer
-45.844093,8.589939,conscious
49.278893,-0.5712911,rode
-21.016445,-34.378395,significantly
-0.8799265,-56.940998,IX
28.17523,-17.721779,forgiven
-42.260067,-0.89057237,proceedings
-39.9468,-25.654566,justified
4.781391,10.035826,Picture
-46.582474,11.219458,sighed
-39.54138,-7.8141794,visibly
-25.75386,-12.819944,remembered
-18.330624,21.67972,furnished
-37.918312,-10.515109,utmost
-52.965504,-11.489643,latter
-44.128475,-19.396597,improving
-11.18882,1.334576,chapters
-50.41448,-16.841957,intention
-21.555243,-29.230238,easier
-28.598295,-20.750937,pleasanter
-49.392597,-22.046608,imagination
18.633158,37.662296,range
8.813148,-24.327751,labouring
25.528456,-26.659065,enlarge
-29.215097,-21.659897,comprehension
-30.720839,-24.564049,sober
-21.392183,0.12512515,facts
-37.899635,-8.530665,literary
-42.541656,-15.133891,pursuit
-41.397064,-19.505335,mental
-47.022102,-4.684427,collecting
-11.767818,-22.174234,riddles
20.017326,28.450407,hot
-33.934063,45.1627,paper
-6.4236784,41.01299,ornamented
-3.690202,14.201016,trophies
-22.184341,-5.1702733,literature
5.9314218,4.074081,collections
-16.79296,0.44676417,grand
-6.131486,6.889329,scale
-44.710526,6.320741,assisted
-23.641186,-35.364464,invention
-23.11701,-41.861473,recollect
-24.657562,-35.330055,worth
-28.278177,36.304775,putting
-31.441908,11.214312,ended
9.547087,46.0181,frozen
-17.845749,-40.84248,riddle
-8.025056,-8.0518675,contribute
-32.46813,35.770954,intently
-45.915077,-9.488509,recollections
0.57940435,-16.499447,breathe
22.410748,-7.8865876,lips
-22.798,-36.318615,charade
24.182932,-43.589916,doth
26.086609,-11.022985,affliction
-30.034637,-15.346648,denote
7.199942,-24.7296,destin
-30.908354,-22.257256,soften
28.987165,-23.695763,heal
-19.557642,21.356747,pages
-45.912212,-16.800737,security
14.34587,31.80491,freshness
-15.930626,-37.411514,fellow
-32.237755,-20.64813,inspire
20.970022,-2.107567,inspiration
22.165556,13.515507,piece
-43.296127,5.6217184,addressed
-15.772365,-17.359863,collection
-31.303602,-37.348278,expose
22.131037,30.186632,deep
-42.60967,27.355907,pause
37.98434,-29.602554,Take
11.491563,-26.638334,loth
-41.827194,16.920612,examine
-18.086666,1.7905542,displays
12.628776,39.253407,pomp
54.413544,-1.5481359,kings
10.037152,-45.915325,Lords
27.772533,5.641977,earth
-30.926205,-1.1420301,luxury
-30.23276,-12.529034,ease
1.2156807,-18.433561,Another
42.061584,-30.108473,Behold
-1.0319903,-7.5116816,monarch
24.182652,45.60842,seas
-1.939726,-35.823025,ah
-30.365215,-20.644747,reverse
18.424568,-26.156658,Man
4.532657,-8.518597,freedom
-16.331408,31.716984,flown
33.939743,-20.300055,Lord
18.70574,47.543903,sea
13.587305,31.2362,bends
-8.203081,7.4114137,slave
10.1868925,-3.2124782,reigns
35.317913,-38.318897,Thy
-43.22734,-18.575462,supply
22.486784,-43.19941,May
-12.375512,20.919914,approval
-19.190847,52.73314,beam
-25.10971,-10.354068,pondered
-27.156397,47.495327,caught
-2.4922528,31.394627,passing
-22.851244,-32.686012,puzzling
-40.407753,0.7390335,confusion
-22.456823,-9.245009,dulness
-20.125237,-37.527016,--`
-27.939255,-37.37506,addresses
8.3450365,-3.7478871,Soft
-5.5777454,-35.14838,Humph
-52.63735,-24.495464,benefit
-35.489178,-36.56447,convince
19.493895,-38.490295,Things
-28.111212,18.761328,crisis
-38.72725,-30.713758,observations
-47.0308,7.1391015,eagerness
31.839878,-15.692486,kingdom
20.359938,-35.468773,Or
-22.055796,44.13539,shark
-31.03282,-23.644339,syllable
-4.793906,42.413094,sharks
37.989628,-29.456295,Give
-32.588367,-37.704453,listen
-6.948396,18.98703,cream
-27.016375,30.735428,follows
25.630257,-36.369976,Read
-35.70671,-34.747284,resist
-41.928356,-0.5777758,concluding
-26.804344,44.814842,pointed
25.319883,-20.79269,receive
16.83835,31.438473,clear
19.631659,35.769573,Its
-27.474968,-36.712677,congratulate
39.56957,-17.861826,confirm
-47.732704,-17.794872,alliance
-4.6496754,5.9645863,embraces
-47.37414,-0.78268343,arrive
-47.854767,-15.165134,acknowledgment
-12.084235,-3.071753,verses
-20.681763,-43.564873,Could
15.478084,-24.972052,Receive
-7.9754167,-22.858662,play
-14.699954,-19.120571,motto
-19.639935,7.65079,chapter
-24.762302,-17.014868,prose
68.70278,1.8258245,month
-10.393164,-17.361578,strangest
-54.06225,-3.9906604,Eltons
41.261364,13.147232,courts
-14.836315,-3.660383,pre
-31.901224,-3.2399626,respective
3.9363835,19.542406,homes
12.833373,-30.80843,sends
-7.9517365,36.93669,channel
-6.3874683,29.65504,smooth
-15.648948,-2.620588,edition
-0.60908985,-51.13095,Shakespeare
-30.303526,43.40937,passage
-23.606197,-24.559858,Michaelmas
-42.7113,-5.368138,handsomest
-47.00683,-9.165738,invitations
-11.425091,-1.8373907,Church
43.32801,-17.5342,preached
-31.506046,44.992428,ran
-7.738755,48.503307,front
-18.167078,41.518093,peeped
-34.068848,-27.526657,scolded
-45.68548,-1.3540626,staid
-20.647577,55.610813,arm
-62.05064,-3.0852149,Cole
-35.970924,-18.184946,provided
-47.441418,-23.854357,conduct
29.024237,-12.574819,fools
-31.949987,8.598118,phrase
26.211824,-26.99895,rise
-30.497076,-38.425674,satisfy
-11.550202,18.158403,nicely
-30.705854,-2.5741394,studied
-52.597076,-5.4508653,twelvemonth
-38.560802,-11.095735,declining
-30.329298,-17.972095,exception
-8.965223,-9.392201,intent
-4.2380595,-8.139217,comparisons
-22.323847,41.865246,cheeks
-39.11131,7.162834,glow
13.097944,-30.532345,Leave
36.07371,-14.818541,committed
-34.163754,30.22516,beaming
42.009827,-25.861496,Trust
-44.91772,-10.618126,private
40.590412,3.434913,divide
0.73043585,12.563762,ceases
-36.723637,17.578012,poet
-47.920948,-15.501075,submitted
14.578553,5.473093,parts
-27.00242,0.97308093,publicity
-32.406807,-33.11413,pays
-21.315382,-11.414844,tenderest
-23.581507,-44.06918,betray
-47.93159,-14.731273,overpowered
15.278503,-9.470902,tribute
-47.05144,-16.536228,secrecy
-27.425823,46.156673,pushed
-51.598488,-25.958622,proceed
30.499779,-4.1409864,souls
-44.947712,-32.192097,ridiculous
-55.395893,-22.321302,inquiry
-6.982042,-35.425095,dears
24.145464,-41.556892,Have
-39.71018,19.993134,fairy
-40.30945,10.225207,distinctly
-44.119186,-5.214745,explanations
-54.18235,-9.8469095,conclusion
-6.494589,-41.180264,Aye
13.88094,-45.131634,Woman
-34.696953,31.299957,nodded
9.962867,47.253117,flame
-33.369617,-4.9243503,deplore
-28.591082,17.355474,wink
17.425835,-26.007574,aid
22.288784,-38.549973,Though
47.27366,-1.6998636,near
-22.762026,-16.203598,approach
11.3484535,15.647363,fatal
-17.209972,28.843006,page
-18.942554,-34.38441,grandmama
-31.015162,3.3452897,nursery
-47.88384,-0.4145314,Easter
-14.493894,-20.921034,lawyer
-38.674618,-34.597244,inconvenient
-11.71412,-35.700268,sadly
-52.600502,-23.01036,necessity
-32.92764,-34.53604,thankful
-34.294067,-23.152082,promises
-2.2791026,8.508634,musing
24.890015,-21.454493,accomplish
-38.95655,7.6256375,submissive
-55.881542,-16.89002,affected
28.18001,18.973434,branch
61.354527,-20.983513,eldest
-25.762352,45.577812,chair
-22.99529,52.38934,string
-11.780024,-43.370724,?'
-17.408691,52.29075,knife
-3.3307781,41.54743,knives
-8.377742,24.537678,rough
-54.827374,18.03991,boys
7.1853724,1.6009295,hardy
-18.616474,51.224056,sharp
-11.347415,48.34845,ceiling
-20.308973,29.61594,frightful
-15.442111,-25.565742,whichever
-47.923203,-0.29743153,preparation
21.442314,50.577034,o
-55.06553,0.5402372,clock
-16.04445,-5.7709103,hero
-24.821674,-12.051722,discerned
12.529168,-5.8975716,push
23.275906,-25.963152,die
-14.256311,-10.258702,ostensible
-51.108616,-1.899025,dining
-25.066673,-36.89558,promised
